"","bd","soc","ph_cacl2","sand","clay","depth","structsize","structtype","surf_geology","province","hzn_desg"
"118455",1.5,2.1,6.800000191,4,30.6,14.5,"fine","granular","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","Ap"
"84615",1.4,2.4,5.5,3.7,30.4,11.5,"medium","granular","residual materials developed in sedimentary rocks, discontinuous","prairie parkland (temperate) province","A"
"40510",1.7,0.4,7.199999809,49.6,18.6,30.5,"coarse","prismatic","alluvial sediments, thick","california dry steppe province","Bt"
"21924",1.3,1.2,4.699999809,23,33.9,35.5,"fine and medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","southeastern mixed forest province","B"
"140970",1.8,0.5,3.799999952,26,25.6,65,"fine and medium","subangular blocky","residual materials developed in bedrock, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"207492",1.3,1.3,5.800000191,22.8,35.5,5,"very fine and fine","granular","glacial till sediments, mostly silty, thin","great plains-palouse dry steppe province","Ap"
"191418",1.4,1,4.800000191,12,42.8,64,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","pacific lowland mixed forest province","Bt"
"171681",1.4,0.2,5.300000191,4.7,28,71,"fine and medium","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","Bt"
"128222",1.6,0.5,6.300000191,32.9,30.8,56,"fine and medium","angular blocky","residual materials developed in fine-grained sedimentary rocks","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","Bt"
"183182",1.3,8.5,7.599999905,39.8,24.4,90.5,"thick","platy","volcanic rocks, basaltic and andesitic","intermountain semi-desert province","Bq"
"163113",0.7,0.7,8.699999809,6.4,27.1,49.5,"fine and medium","subangular blocky","lacustrine sediments","intermountain semi-desert and desert province","Bk"
"123406",1.4,0.4,5.800000191,18.6,42.8,152,"coarse","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"90219",1.7,0.3,6.5,64,8.2,35,"fine","subangular blocky","alluvial sediments, thin","great plains steppe province","Bt"
"44796",1.4,1,7.800000191,15.2,47.6,22.5,"coarse","subangular blocky","residual materials developed in fine-grained sedimentary rocks","arizona-new mexico mountains semi-desert-open woodland-coniferous forest-alpine meadow province","B"
"142632",1.3,1.3,5.599999905,46.5,9.2,21.5,"fine","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","AB"
"128255",1.5,0.5,4.900000095,20.2,25.1,48.5,"medium","blocky","colluvial sediments, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"113429",1.2,0.2,7.5,5.2,34,153.5,"medium","subangular blocky","eolian sediments, mostly loess, thin","great plains steppe province","Bk"
"16000",1.6,0.9,4.900000095,85.1,6.1,10,"very fine","granular","residual materials developed in alluvial sediments","outer coastal plain mixed forest province","Ap"
"101396",1.7,0.3,6.400000095,39,28.1,190.5,"coarse","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","B"
"109336",1,1.3,5.400000095,79.2,4.5,14,"fine and medium","granular","glacial till sediments, mostly sandy, thin","sierran steppe-mixed forest-coniferous forest-alpine meadow province","A"
"91006",1.3,3.4,6.199999809,23.1,38.9,5,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","A"
"40039",1.4,0.3,7.800000191,66,9.4,62,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","great plains-palouse dry steppe province","Bk"
"208870",1.3,1,7.400000095,24.1,32.5,34.5,"fine","subangular blocky","glacial till sediments, mostly silty, thin","great plains-palouse dry steppe province","Bt"
"47274",1.6,0.3,7.900000095,35.7,4.7,116.5,"fine and medium","subangular blocky","alluvial sediments, thick","california dry steppe province","Bt"
"183009",1.4,0.8,7.5,62.3,17,68.5,"coarse","subangular blocky","volcanic rocks, basaltic and andesitic","intermountain semi-desert province","Bk"
"189282",1.3,0.9,6.300000191,19.6,45.1,34,"fine and medium","angular blocky","glacial till sediments, mostly silty, thin","great plains steppe province","Bt"
"73598",1.4,0.5,7.800000191,7.8,26.5,112,"coarse","massive","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","C"
"124430",1.2,0.6,3.599999905,11.6,59.9,37,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"26615",1.2,0.7,6.5,8.3,61.6,70,"medium","angular blocky","eolian sediments on southern high plains","southwest plateau and plains dry steppe and shrub province","Bt"
"82980",1.3,0.8,6.599999905,50.2,28.2,43,"medium","subangular blocky","alluvial sediments, thin","nevada-utah mountains-semi-desert-coniferous forest-alpine meadow province","Bt"
"162452",1.6,0.6,4.099999905,20.2,28.2,38,"fine and medium","subangular blocky","glacial till sediments, mostly clayey, thin","eastern broadleaf forest (continental) province","B"
"33752",1.6,0.5,7.800000191,18.6,37.6,129.5,"medium","subangular blocky","eolian sediments on southern high plains","southwest plateau and plains dry steppe and shrub province","Bt"
"206497",1.2,0.5,5.199999809,72.1,3.5,115.5,"fine and medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","intermountain semi-desert province","B"
"37722",1.4,0.1,4.599999905,9.9,70.1,153.5,"medium","subangular blocky","water","eastern broadleaf forest (oceanic) province","Bt"
"6329",1.5,0.4,7.800000191,32.9,26.9,158.5,"fine and medium","platy","residual materials developed in fine-grained sedimentary rocks","prairie parkland (subtropical) province","B"
"81030",1.1,0.6,7.599999905,2.6,71,144,"fine and medium","angular blocky","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","Bt"
"140193",0.8,2.7,5.5,72.8,0.3,55,"fine","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","B"
"118495",1.6,0.7,5.199999809,35,34.1,55.5,"medium","subangular blocky","water","prairie parkland (temperate) province","Bt"
"3862",1.5,0.4,7.900000095,46.9,35,103,"medium and coarse","blocky","alluvial sediments, thin","prairie parkland (subtropical) province","Bt"
"136049",1.4,0.6,6.800000191,46.6,15.8,5,"fine","granular","residual materials developed in igneous and metamorphic rocks","intermountain semi-desert province","A"
"3911",1.1,0.7,7.400000095,18.2,45.8,65.5,"medium","wedge","residual materials developed in fine-grained sedimentary rocks","southwest plateau and plains dry steppe and shrub province","B"
"117950",1.2,3.2,7.400000095,2.5,66.1,25.5,"medium","angular blocky","glacial till sediments, mostly sandy, thin","intermountain semi-desert and desert province","AB"
"51327",1.2,1,7.599999905,55.3,8.4,2.5,"fine","granular","residual materials developed in carbonate rocks, discontinuous","colorado plateau semi-desert province","A"
"177809",1.2,2.1,6,32.9,11.7,12.5,"medium","granular","glacial till sediments, mostly silty, thin","adirondack-new england mixed forest-coniferous forest-alpine meadow province","Ap"
"29547",1.3,0.8,7.699999809,18.1,26.8,14,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","arizona-new mexico mountains semi-desert-open woodland-coniferous forest-alpine meadow province","B"
"99605",1.2,2.4,5.800000191,26.5,22.9,6.5,"fine","platy","residual materials developed in igneous and metamorphic rocks","nevada-utah mountains-semi-desert-coniferous forest-alpine meadow province","A"
"213400",1.6,1.1,6.400000095,41.4,26.3,26.5,"fine and medium","angular blocky","glacial till sediments, mostly silty, thick","great plains steppe province","Bt"
"19507",1.4,0.3,7.800000191,64.8,23.9,62.5,"medium and coarse","subangular blocky","alluvial sediments, thick","chihuahuan semi-desert province","Bt"
"162482",1.3,1.6,6.800000191,61.8,27.9,12.5,"fine","subangular blocky","eolian sediments, mostly dune sand, thick","great plains steppe province","A"
"154728",0.8,5.2,6.099999905,28.2,27.3,4,"fine","granular","residual materials developed in sedimentary rocks, discontinuous","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","A"
"137817",1.4,0.2,8.100000381,40,21.1,91,"coarse","prismatic","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","Bk"
"174810",0.7,7.4,5,63.7,4.5,3.5,"fine","granular","volcanic rocks, rhyolitic","cascade mixed forest-coniferous forest-alpine meadow province","A"
"20761",1.4,0.8,7.699999809,36.2,28,157.5,"medium","subangular blocky","eolian sediments on southern high plains","southwest plateau and plains dry steppe and shrub province","Bt"
"183339",1.1,2.9,4.199999809,41.3,12.2,3.5,"very fine","granular","volcanic rocks, rhyolitic","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","A"
"40477",1.5,0.9,5.400000095,57.6,21.2,41,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","great plains steppe and shrub province","Bt"
"99185",1.4,0.9,5.900000095,2.7,42.5,35.5,"medium","granular","alluvial sediments, thin","eastern broadleaf forest (continental) province","BA"
"180620",1.2,0.1,8.399999619,8.9,38.7,122,"fine","prismatic","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","Bt"
"207710",1.7,0.3,4.400000095,19.3,15.4,81.5,"medium","subangular blocky","alluvial sediments, thin","cascade mixed forest-coniferous forest-alpine meadow province","B"
"92444",1.5,0.3,6.5,60.6,6.9,78,"fine and medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","nevada-utah mountains-semi-desert-coniferous forest-alpine meadow province","C"
"143752",1.1,0.6,4.699999809,34,14.2,28,"fine and medium","subangular blocky","residual materials developed in bedrock, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"198767",1.5,0.6,6.300000191,53.8,15.8,50,"fine and medium","platy","proglacial sediments, mostly coarse-grained, thick","prairie parkland (temperate) province","E"
"20748",1.3,0.8,7.599999905,20.8,38.9,84.5,"medium","subangular blocky","eolian sediments on southern high plains","southwest plateau and plains dry steppe and shrub province","Bk"
"184169",1,3,4.699999809,47.3,13.4,14,"fine","subangular blocky","alluvial sediments, thick","middle rocky mountain steppe-coniferous forest-alpine meadow province","A"
"138565",1.5,1.2,7.300000191,12.6,19.2,24,"fine","subangular blocky","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","A"
"107215",1.3,0.4,7.900000095,17.9,33.8,72.5,"fine and medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","intermountain semi-desert and desert province","B"
"88682",1.2,0.3,5.900000095,9.3,69.5,70,"very coarse","prismatic","residual materials developed in igneous and metamorphic rocks","southeastern mixed forest province","Bt"
"145006",1.5,0.6,6.199999809,2.1,33.4,87.5,"medium","subangular blocky","glacial till sediments, mostly silty, thin","prairie parkland (temperate) province","Bt"
"17149",1.2,1.4,7.400000095,16.6,42.9,56,"medium","subangular blocky","residual materials developed in carbonate rocks, discontinuous","prairie parkland (subtropical) province","Bt"
"115431",1.4,0.2,7.699999809,6.6,29.3,184.5,"medium","subangular blocky","alluvial sediments, thin","prairie parkland (temperate) province","Bk"
"2804",1.4,1.4,7.5,42.7,40.7,98,"coarse","prismatic","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","Bt"
"35866",1.6,0.5,5.199999809,57.3,15.4,34,"coarse","prismatic","residual materials developed in bedrock, discontinuous","prairie parkland (subtropical) province","Bt"
"47",1.5,0.6,7.900000095,34.2,15.4,22.5,"very fine","granular","coastal zone sediments, mostly fine-grained","southwest plateau and plains dry steppe and shrub province","Ap"
"4905",1.1,0.4,7.599999905,23.2,46.2,159,"coarse","subangular blocky","residual materials developed in fine-grained sedimentary rocks","prairie parkland (subtropical) province","B"
"178029",1.3,0.5,7.5,27.9,18.4,17,"medium","subangular blocky","alluvial sediments, thick","intermountain semi-desert province","Ap"
"96197",1.4,2.4,4.300000191,21.4,10.2,2.5,"medium","granular","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","A"
"35099",1.3,0.4,7.400000095,25.3,39,147.5,"fine and medium","angular blocky","residual materials developed in igneous and metamorphic rocks","arizona-new mexico mountains semi-desert-open woodland-coniferous forest-alpine meadow province","Bt"
"198414",1.4,1.3,7.099999905,50.1,6.5,6.5,"fine and medium","granular","proglacial sediments, mostly coarse-grained, thin","intermountain semi-desert province","A"
"121280",1.6,0.5,4.400000095,28.6,16.8,30,"medium","subangular blocky","alluvial sediments, thin","eastern broadleaf forest (oceanic) province","Bt"
"49231",1.5,0.2,6.199999809,92.5,3.6,46,"coarse","prismatic","eolian sediments, mostly dune sand, thin","great plains-palouse dry steppe province","AC"
"104442",1.5,0.4,6.800000191,14.1,17.3,175,"coarse","prismatic","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","Bt"
